@RELATION psd
@ATTRIBUTE id integer
@ATTRIBUTE text string
@ATTRIBUTE class {E,D}

@DATA
214, 'Atenção aos refugiados que abandonaram o País e regressam, alerta o social-democrata Duarte Marques. Vêm frustrados por não terem conseguido ir para onde queriam, explica, salientando que se torna, por isso, fundamental criar um programa especial para estas pessoas. Em causa estão notícias que dão conta de que só regressaram a Portugal 79 dos 768 refugiados que abandonaram o programa de acolhimento.O deputado do PSD defende que nem as boas intenções, nem a forma propagandística como o Governo tem tratado esta questão chegam se, na prática, os refugiados se deparam com complicações burocráticas, da responsabilidade dos serviços públicos, que lhes complicam a vida e a sua integração.De acordo com o social-democrata, deviam ser criadas estruturas ou balcões de atendimento especiais para estes casos que são muito específicos, assinala. Lembrando que o próprio sistema de recolocação envia pessoas para países que não são a sua primeira escolha, o deputado do PSD afirma que devia haver penalizações para os refugiados que abandonam os programas de acolhimento, pois isso seria dissuasor.  Duarte Marques foi o relator de um relatório aprovado, em junho, pela Assembleia Parlamentar do Conselho da Europa, a propósito dos fluxos migratórios (mais aqui). Segundo destacava, então, o social-democrata, criavam-se novas possibilidades que permitem uma gestão mais realista deste fenómeno.Uma das medidas anunciadas passava pela necessidade de garantir previsibilidade e estabilidade nos processos de integração. Os refugiados que chegam, se querem apoio, educação, acesso à saúde, não podem mudar de país assim que chegam, afirmava o deputado, argumentando que, com as saídas, seria impossível dar uma resposta adequada. Propunha-se, então, que as pessoas integradas no sistema de recolocação na Europa permanecessem por um período mínimo no país de acolhimento, com restrições de movimentação para outros países, enquanto decorresse o processo de assistência e integração. Não podemos ter casas vazias em Portugal, porque se criaram condições, e depois gente a mais à porta de um centro de acolhimento em Berlim, exemplificava.', 'D'
215, 'Para o PSD, é preciso esgotar os mecanismos parlamentares para esclarecer o que se passou nos Paióis Nacionais de Tancos. Pedro Roque, deputado do PSD, considera que a Comissão de Defesa Nacional deve obter todos os esclarecimentos em relação às circunstâncias do furto de material militar ocorrido em junho de 2017.O coordenador dos deputados do PSD, na referida comissão, recorda que por situações menos graves, já se fizeram comissões de inquérito. Garante que esta situação é muito grave para passar incólume.Para o deputado, há um conjunto de questões que continuam por esclarecer, seja a circunstância do desaparecimento do material, como a do seu aparecimento.Caberá à futura direção do PSD decidir uma eventual proposta para criar uma comissão de inquérito, quer até uma eventual viabilização de uma proposta de outro partido, sustenta Pedro Roque.', 'D'
216, 'Hugo Soares acusou o Governo de não gostar do mandato livre que Joana Marques Vidal tem exercido, depois de António Costa ter classificado de opinião pessoal as declarações da ministra da Justiça a indicarem a possível não recondução da procuradora-geral da República. Disse que o PSD não aceita a leviandade com que este assunto foi abordado. O líder parlamentar lembrou, ainda, o caos que se vive nas urgências para, assinalar, que ainda há três semanas desafiou António Costa a pronunciar-se sobre se o País estava preparado para o pico da gripe O primeiro-ministro fez duas coisas hoje. A primeira foi dizer que aquilo que a ministra da Justiça disser não vale nada, é este o respeito que tem pelos membros do Governo. Mas pior, o que fizeram hoje foi desrespeitar a autonomia do Ministério Público, acusou Hugo Soares, esta terça-feira no debate quinzenal. Fragilizaram aquilo que deve ser a força de um procurador-geral da República, explicou, argumentando que a razão é por demais evidente: querem mesmo mudar a procuradora-geral da República, porque não gostaram do mandato livre, competente, determinado que exerceu.O líder parlamentar do PSD levou, assim, a debate declarações de Francisca Van Dunem e desafiou António Costa a pronunciar-se sobre as mesmas. A ministra não tem opiniões pessoais, disse. Quando fala em nome do Ministério da Justiça, fala em nome do Governo, esclareceu.Há um antes e um depois da Dra. Joana Marques Vidal na Procuradoria-Geral da República (PGR), assinalou o presidente do grupo parlamentar. Pela primeira vez, a Justiça demonstrou que não é diferente com os grandes e os pequenos, acrescentou, destacando a existência de casos mediáticos e de decisões a serem tomadas pelo Ministério Público de extrema relevância para o País. Acusou, assim, o Governo de estar a colocar em causa a autonomia de Joana Marques Vidal e de condicionar o trabalho do ministério. Por isso, assegurou: o PSD não aceita que este tema seja colocado com esta leviandade, escondendo-se atrás de um argumento jurídico que não existe. António Costa não respeita o Parlamento, nem os acordos firmados Recuperando as próprias palavras de António Costa, que se recusava a comentários (uma vez que o assunto não foi ainda discutido com o Presidente da República) Hugo Soares foi reiterou: não há opiniões de ministros que não sejam opiniões do Governo, ou desautoriza a ministra da Justiça ou esta é a posição do Governo e, doravante, o País sabe que Joana Marques Vidal, ainda com dez meses de mandato, vai ser substituída por vontade política de um Governo que quer propor outro nome.Este debate quinzenal foi, mais uma vez, marcado pela acusação de que António Costa, apesar das perguntas diretas que lhe são colocadas, não responde. Tem esse hábito de fugir, não respeita o Parlamento, nem os acordos firmados, reiterou Hugo Soares. Questionando o primeiro-ministro se se recorda do acordo de revisão constitucional assinado entre PS e PSD, em 1997, acusou-o de o desconhecer, apesar de, na altura, ser secretário de Estado dos Assuntos Parlamentares.A palavra dada nos acordos escritos, para si, não vale nada, denunciou, aludindo também aos códigos de conduta ou aos pactos de regime. O líder da bancada social-democrata foi claro ao afirmar que o PS tem uma história que deve ser respeitada, mas que o primeiro-ministro não respeita. Não se quer atravessar hoje porque, se tivesse de dizer que essa é a sua interpretação, ia ficar preso à vontade política de trocar de procurador-geral da República, criticou. Assim pode ir até ao fim com a desculpa de que é uma questão de interpretação jurídica, continuou para, logo, reiterar que: o senhor, o PS, o seu governo não respeitam a autonomia do Ministério Público e não gostaram da atuação da procuradora. Saúde: caos nas urgências, falta de medicamentos e seguros de viaturas por pagarAs críticas de Hugo Soares abordaram, também, a questão da degradação dos serviços públicos, para a qual o PSD tem vindo a alertar. Assinalando que há três semanas interpelou o primeiro-ministro sobre se o Governo estava a preparar o pico da gripe, denunciou que hoje temos notícias de doentes que esperam em macas na receção hospitalar, como se isso fosse um internamento e tratamento das urgências. Embora tenha tomado como ponto de partida a falta de condições do Centro Hospital de Faro (para a qual o PSD alertou em Junho por ocasião das Jornadas Parlamentares), destacou que o caos se sente nas urgências de todo o País.Acha razoável que, em 2018, o governo das esquerdas possa saber que há centros de saúde que não receberam medicamentos e outros artigos de tratamento de primeira necessidade, que não conseguem fazer o acompanhamento domiciliário dos seus doentes, porque a frota automóvel do Estado não tem seguro, porque o Estado não pagou os seguros?, perguntou o presidente do grupo parlamentar.Hugo Soares levou, ainda, ao Parlamento os casos das escolas que não ligam o aquecimento porque não têm dinheiro para pagar contas, do ‘contrato confiança’ com as universidades que não está a ser cumprido, e das escolas profissionais com alunos a adiantar dinheiro do próprio bolso.', 'D'
217, 'O PSD considera inadmissível a decisão de encerramento de duas estações dos Correios na Região Autónoma da Madeira e que irá prejudicar, sobretudo, a população mais idosa e sem acesso a transportes públicos.Os deputados do PSD criticam as razões que motivam o encerramento do balcão dos CTT em Santo António no Funchal, já que se trata de uma das maiores freguesias do arquipélago, onde residem 28 mil habitantes. A descontinuação deste posto levará à deterioração do serviço público prestado aos habitantes de Santo António, que terão de se deslocar ou à freguesia vizinha de São Roque ou ao centro do Funchal na Calouste Gulbenkian, para efetuarem o reembolso do subsídio social de mobilidade no transporte aéreo, alerta Sara Madruga da Costa, deputada do PSD.Noutro caso, está em causa o encerramento do balcão dos CTT na freguesia de Arco da Calheta que, há mais de quarenta anos, funcionava naquela localidade. A população idosa da freguesia ficará impossibilitada de se deslocar a outra estação dos CTT dada a grande dispersão geográfica, as dificuldades resultantes da orografia e da rede de transportes públicos, referem os deputados social-democratas eleitos pela Madeira.O PSD pede esclarecimentos ao ministro do Planeamento e das Infraestruturas, a quem cabe a missão de formular, conduzir, executar e avaliar as políticas de desenvolvimento e coesão (…), incluindo a regulação dos contratos públicos e a tutela sectorial dos CTT – Correios de Portugal. Perguntas dos deputados do PSD ', 'D'
218, 'O Estado não deve olhar para estas instituições [do terceiro setor] como se olha para um competidor ou concorrente, assinalou Pedro Passos Coelho, este sábado em Coimbra. Pelo contrário, as instituições têm de ser encaradas pelo Estado como parceiras da sua política de preocupação social, disse.O Presidente dos social-democratas congratulou-se com a iniciativa do PSD Coimbra em realizar, simbolicamente no Dia de Reis, um almoço numa instituição como a Casa dos Pobres. O facto de ter havido polémicas, envolvendo uma eventual má gestão por parte de instituições ligadas ao setor social, torna ainda mais importante esta decisão, explicou. Devemos evitar as generalizações que ouvimos no debate público, acrescentou, salientando a importância de favorecer as boas práticas, penalizar e censurar as más.Segundo lembrou, o Estado só há muito pouco tempo é que assumiu objetivos previdenciais, de políticas públicas voltadas para o combate às desigualdades sociais. Referiu-se, assim, ao papel desenvolvido pela sociedade civil e, concretamente, a instituições que há muitos anos atuam no âmbito social. Recordando o caso das misericórdias, em que é fácil encontrar instituições centenárias, o líder dos social-democratas destacou que a Casa dos Pobres, nos seus 83 anos, tem um histórico assinalável. Antecedeu muito, portanto, qualquer discussão sobre políticas previdenciais em Portugal, reiterou.Para Pedro Passos Coelho, independentemente das responsabilidades que achamos que o Estado deve assumir para com os mais desfavorecidos, a sociedade civil já dispõe de respostas autónomas próprias com que o Estado deve cooperar e colaborar. Desigualdades: Os políticos têm de fazer alguma coisaComo é que podemos, politicamente, tratar a questão das desigualdades?, perguntou o Presidente do PSD. Lembrando Sá Carneiro, destacou que o objetivo social-democrata é acabar com a pobreza. Contudo, salientou que independentemente das visões que se tenha, sobre o papel das políticas igualitárias ou daquelas que privilegiam a liberdade e, portanto, a dignidade de cada um, deveria existir um consenso mais alargado na sociedade portuguesa sobre as prioridades do combate às desigualdades económicas que são geradoras de situações menos dignas.Pedro Passos Coelho alertou que há ainda muitíssimo para fazer. Assinalando que mesmo nos anos de crise económica severa as desigualdades não aumentaram, referiu que isso não significa que Portugal não seja, na Europa, um dos países mais desiguais e onde essas disparidades se tornam mais chocantes. Por isso foi claro ao afirmar: os políticos têm de fazer alguma coisa.', 'D'
219, 'Foi um processo discutido e acompanhado durante praticamente um ano, disse Pedro Passos Coelho, este sábado em Viseu, sobre a lei do financiamento dos partidos. Trata-se, segundo destacou, de uma matéria que foi interpretada de forma bastante polémica. Tendo sido devolvida pelo Presidente da República à Assembleia da República (AR), o Presidente do PSD defende que o Parlamento deve aproveitar a oportunidade de explicitar quais eram as intenções que existiam, o que é que a lei visa resolver.Para Pedro Passos Coelho a lei do financiamento dos partidos deve, agora, ser submetida a um debate mais alargado, para que não haja dúvidas sobre o que é que se pretende. Compreendo que tivesse havido uma reação mais negativa, na medida em que as pessoas não prestaram muita atenção àquilo que eram as alterações introduzidas, referiu.Do lado do PSD, a nossa intenção não era introduzir alterações significativas ao regime que vigorava, explicou o líder social-democrata. Achávamos que estávamos a percorrer um caminho relativamente seguro, procurando ir ao encontro daquilo que eram as recomendações do Tribunal Constitucional, salientou. Pretendia-se dar um enquadramento diferente às ações de fiscalização e de avaliação das finanças partidárias e dos contributos públicos que os partidos recebem e, por outro lado, clarificar sobretudo no regime do IVA, acrescentou.Assinalando que o método de trabalho escolhido [grupo de trabalho informal] não é invulgar e não visa ter nenhum secretismo, Pedro Passos Coelho defendeu que a aproximação da posição dos partidos não indicia nada de negativo. Explicitou, assim, que a comissão parlamentar que criou este método de trabalho de aproximação de posições entre partidos, quando recebeu o resultado desse trabalho, analisou e discutiu-o. Acrescentou que foi na sequência disso que o remeteu às direções dos grupos parlamentares, para que depois fosse agendado para discussão e votação global no Parlamento.O Presidente do PSD lembrou que a lei esteve praticamente um ano na AR, pelo que a devolução deve ser aproveitada para aprofundar a discussão. Objetivamente, o Parlamento não tem de se sentir ofendido por as pessoas quererem uma discussão mais aprofundada, considerou. Logo, este tempo deve contribuir para esclarecer aquilo que eram os objetivos e intenções que os partidos tiveram quando fizeram esta nova lei.Pedro Passos Coelho assinalou que o PSD vai escolher um novo líder, o que significa que pode beneficiar também da avaliação que os novos órgãos nacionais venham a fazer desta matéria. Salientou ainda: Até aqui fui eu que acompanhei esta matéria, com os dois líderes parlamentares, e agradeço a ambos o empenhamento que mostraram a lidar esta questão, mas uma vez que a lei foi devolvida ao Parlamento, e que eu estou de saída, devemos democraticamente aguardar por essa eleição.', 'D'
220, 'É importante que o Parlamento não desperdice a oportunidade de explicitar quais eram as intenções que existiam com a aprovação desta lei, afirma Pedro Passos CoelhoFoi à margem da inauguração da Sede Distrital do PSD de Viseu que o líder social-democrata afirmou que, após o veto do Presidente da República, o Parlamento deve aproveitar o veto para promover a discussão e clarificação do diploma."É uma matéria que foi interpretada de forma bastante polémica, mereceu da parte do Presidente da República a devolução da Lei ao Parlamento, e é importante que o Parlamento não desperdice a oportunidade de explicitar quais eram as intenções que existiam com a aprovação desta lei, o que é que ela visa resolver, e que beneficie de um debate mais alargado, necessário para que não haja dúvidas sobre o que é que se pretende com a lei", declarou."O facto de os partidos terem procurado, através de um grupo de trabalho informal, aproximar as suas posições, talvez tenha contribuído para que não tivesse havido uma percepção tão clara do que é que estava em jogo", disse.', 'D'
221, 'O PSD acusa o Governo e o Partido Socialista de discriminarem vários concelhos que foram afetados fortemente pelos incêndios do ano passado, ao rejeitarem a igualdade de tratamento nos apoios e benefícios para todos os concelhos atingidos.O deputado social-democrata Duarte Marques refere que, apesar de o Governo ter aprovado na quinta-feira uma resolução que alarga aos concelhos que arderam a 15 e 16 de outubro as mesmas medidas aprovadas para os concelhos afetados pela tragédia de Pedrogão, os concelhos que arderam em julho, agosto e setembro continuam de fora. E acrescenta que é inexplicável e inaceitável que o PS tenha apresentado no Parlamento uma iniciativa que discrimina vários dos concelhos que mais arderam, como Mação, Fundão, Gavião, Nisa, Vila de Rei, Ferreira do Zêzere, entre outros.Os social-democratas dão conta de que a Comissão de Agricultura da Assembleia da República recebeu, após aprovação em plenário, dois projetos de lei – um do PCP e outro do CDS - que visam equiparar as ajudas prestadas aos concelhos prejudicados pela tragédia de Pedrogão aos outros que também foram afetados nos incêndios de verão e outubro de 2017. Porém, sublinham, uma iniciativa do PSD sobre a mesma matéria foi chumbada pela esquerda parlamentar e, por isso, não baixou igualmente à Comissão.Esta proposta do PSD foi apresentada agora como alteração aos projetos em debate, com o objetivo de atribuir o mesmo de tipo de benefícios e apoios dados aos concelhos que arderam em Pedrogão a todos os outros que arderam e que, face à gravidade dos prejuízos, foram incluídos no Fundo de Emergência Municipal. Ou seja, realçam os social-democratas, concelhos com muita área ardida, com muitos prejuízos e que carecem de apoios especiais para recuperar.O PSD insiste, assim, que os concelhos abrangidos pelo Fundo de Emergência Municipal e que são dos mais destruídos pelos fogos de 2017, como Mação, Oleiros, Fundão, Gavião, Nisa, Sardoal, Ferreira do Zêzere, Abrantes, Monção, entre outros, não podem ser discriminados e devem ter acesso às diferentes linhas de apoio e medidas de exceção existentes para outros concelhos já abrangidos.Quanto à proposta de alteração apresentada pelo PS àqueles diplomas, Duarte Marques considera inaceitável que os socialistas excluam, por exemplo, Mação, o terceiro concelho com mais área ardida nos incêndios de verão do ano passado. Uma discriminação ‘à la carte’, que o PSD apelida de lamentável e nada digna de um Partido que se diz preocupado com o interior de Portugal. ', 'D'
222, 'As comissões parlamentares de inquérito são o instrumento mais poderoso da Assembleia da República no que diz respeito à fiscalização política ao Governo. Para evitar situações como aquelas que ocorreram com a Caixa Geral de Depósitos, o PSD defende a introdução de novos mecanismos jurídicos que permitam aumentar a eficácia dos inquéritos parlamentares.Luís Marques Guedes, deputado do PSD, anunciou que "é preciso impedir que uma maioria conjuntural possa obstaculizar o normal curso de uma comissão parlamentar de inquérito, tal como aconteceu no início da presente legislatura".O ex-ministro da Presidência e dos Assuntos Parlamentares lembrou que o País assistiu atónito a duas tentativas de a Assembleia da República fiscalizar a Caixa Geral de Depósitos sem inquirir absolutamente nada, criticou o deputado.O deputado apelou aos restantes grupos parlamentares para que sigam uma metodologia de trabalho semelhante à ocorrida no passado, para fazer com que este instrumento jurídico de fiscalização não morra como infelizmente está a acontecer desde o início desta legislatura.O PSD, concluiu Luís Marques Guedes, tem a noção de duas coisas: por um lado, as propostas apresentadas não cobrem a totalidade das obras necessárias a fazer neste regime jurídico; e por outro lado, um regime jurídico como este tem de obter o máximo consenso político como ocorreu há 12 anos.', 'D'
223, 'O escrutínio da participação de Portugal na Cooperação Estruturada Permanente (CEP), em matéria de segurança e defesa, não é uma mera prorrogativa, é um dever essencial para a vivência democrática num Estado de Direito, esclareceu Carlos Costa Neves, esta sexta-feira, aquando da apresentação do Projeto de Lei do PSD que visa alterar a Lei relativa ao acompanhamento, apreciação e pronúncia pela Assembleia da República (AR) no âmbito do processo de construção da União Europeia.Segundo disse, é inaceitável e inadmissível que compromissos vinculativos, sujeitos à avaliação de instituições europeias, não sejam acompanhados e escrutinados pela AR. O deputado destacava, deste modo, que o Parlamento quer conhecer o impacto operacional e financeiro e o plano de implementação relativos à participação de Portugal na CEP. São exigências incontornáveis, clarificou.Carlos Costa Neves explicou que o impacto operacional e financeiro enquadra-se na esfera da reserva absoluta de competência da AR e que o plano de implementação é um instrumento em que Portugal explicita os compromissos vinculativos que assume. Criticou, assim, o Governo por se ter, num primeiro momento, comprometido com a discussão do plano de implementação para, agora, dizer que tal documento é secreto, quando o da Holanda está disponível online. Governo afastou o Parlamento de todo o processo negocialO PSD reiterou, uma vez mais, que decisões como a da participação de Portugal na CEP estão reguladas na Constituição da República Portuguesa. Contudo, o Governo afastou o Parlamento de todo o processo negocial, ignorando sucessivas e persistentes chamadas de atenção desta Assembleia, lembrou o social-democrata.Apesar da omissão deliberada, o Parlamento distinguiu o interesse nacional e apoiou a participação de Portugal, disse. Apoiou, mas pôs condições: não concorrer com a participação de Portugal na NATO; não levar à constituição do exército europeu; não pressupor a especialização das Forças Armadas nacionais, destacou.', 'D'
224, 'Os pequenos empresários do setor do alojamento local têm razões para temer pelo seu futuro, alertou esta sexta-feira Berta Cabral, no Parlamento. Com as propostas da esquerda não há dúvida de que irá imperar a lei dos mais fortes, justificou, acrescentando que as unidades hoteleiras ganham, os pequenos empresários perdem e o alojamento local ficará reservado exclusivamente para aqueles que têm possibilidade de investir e adquirir prédios inteiros. Esclareceu, assim, que o PSD não está disponível para burocratizar ou destruir um setor que se tem revelado um dos mais dinâmicos da economia nacional.A vice-presidente da bancada social-democrata desafiou a esquerda a responder a várias perguntas que, segundo destacou, correspondem às dúvidas da própria sociedade: o que está por detrás destas iniciativas? Que lobbies se movimentam contra o alojamento local? A habitual aversão da esquerda à iniciativa privada é assim tão forte que pretende destruir em vez de construir? Como se explica também o desentendimento do primeiro-ministro e do Governo com o seu grupo parlamentar sobre a proposta do PS?.De acordo com Berta Cabral, nos últimos anos, o alojamento local fez surgir milhares de pequenas e microempresas, motivou a reabilitação de centenas, ou mesmo milhares, de imóveis abandonados, criou dezenas de milhar de empregos, pagou milhões em impostos e tudo isto sem apoio público, benefícios fiscais ou subsídios do Estado.Assinalando que têm chegado ao Grupo Parlamentar do PSD dezenas e dezenas de e-mails de pessoas que encontraram nesta atividade o emprego que perderam e a subsistência da família, a deputada sublinhou que o PSD está do lado dessas pessoas lutadoras, dos que constroem, bem como da regulamentação, fiscalização, resolução de eventuais problemas.Berta Cabral deixou explícito que os social-democratas não estão com os que combatem a iniciativa privada por puro preconceito ideológico ou por outros interesses individuais ou de grupo. Disse mesmo que o PSD tudo fará para que não estraguem uma atividade económica de sucesso que tem sido, comprovadamente fator de crescimento económico, criação de emprego, fixação de pessoas nos seus territórios e de reabilitação urbana.A vice-presidente da bancada parlamentar referiu-se, também, ao arrendamento urbano de longa duração para esclarecer que os problemas que se têm verificado não se resolvem com a repressão do alojamento local, mas com medidas de discriminação positiva e incentivos orientados para o arrendamento de longa duração. Destacou que o PSD está disponível para dar o seu contributo na discussão em sede de especialidade.', 'D'
225, 'Há escolas que não podem ligar os sistemas de aquecimento por causa das gravíssimas limitações financeiras que atravessam. O PSD está preocupado com uma situação que afeta diversos estabelecimentos escolares, pondo em causa a qualidade do ensino público, nomeadamente o bem-estar e o desempenho de alunos, professores e funcionários. O PSD considera que se está perante uma situação urgente que exige uma solução rápida que não pode estar dependente do processo de autorização das propostas de orçamentos para 2018 e da discricionariedade pontual do Ministério da Educação.Esta é mais uma notícia que, infelizmente, vem confirmar o que andamos a dizer há meses, salienta Amadeu Albergaria. E dizemo-lo há meses, porque estamos muito presentes no dia-a-dia das escolas e acompanhamos a sua realidade. O Governo tem praticado uma austeridade encapotada, mas que agora a realidade começa a desmascarar, reforça.As notícias veiculadas pelos jornais mostram, mais uma vez, que as escolas e os alunos sofrem as consequências de uma política financeira de opacidade, de cortes encapotados e de desinvestimento nos serviços públicos, refere o vice-presidente do Grupo Parlamentar do PSD.Amadeu Albergaria alerta que o Governo está em falta no pagamento às escolas profissionais, no pagamento dos manuais escolares e nas transferências das verbas necessárias para as escolas pagarem despesas básicas, como a água, a luz ou o gás.Todos denunciamos estas situações: pais, alunos, diretores, autarcas, mas o ministro da Educação diz que não existem atrasos. Sabemos bem que falta à verdade. É o ministro da Educação e a escolas já sabem que não podem contar com ele, critica o social-democrata.O PSD tem denunciado a escandalosa quebra de investimento público no Ensino Básico e Secundário que, em 2016, foi sujeito a um corte de 65,7% na execução face a 2015, e, em 2017, de acordo com o Relatório do Orçamento de Estado para 2018, apresenta uma estimativa de não execução face ao inicialmente orçamentado de quase 50%.As escolas enfrentam, desde 2016, cortes nos orçamentos, nalguns casos, representaram 20%, a que se somaram, em 2017, cortes de cerca de 5%, sublinham os social-democratas em pergunta regimental dirigida ao Ministério da Educação. Por outro lado, assiste-se à não autorização por parte do Ministério das Finanças da utilização das parcas verbas transitadas oriundas dos orçamentos próprios e pelas cativações forçadas pelo ministro Mário Centeno. Perguntas do PSD dirigidas ao ministro da Educação ', 'D'
226, 'O PSD está preocupado com a permanência nos hospitais públicos de utentes que já receberam alta médica – os chamados casos sociais – e questiona o Governo sobre as medidas que estão a ser tomadas para minimizar estes casos. Os social-democratas querem saber se os ministérios da Saúde e do Trabalho, Solidariedade e Segurança Social estão, efectivamente, articulados para dar resposta a estas situações que afetam especialmente idosos, mas não só.Numa pergunta dirigida ao ministro da Saúde, os deputados social-democratas referem que uma significativa parcela destes utentes, cuja alta médica já foi atribuída, permanecem nos hospitais quase só pela razão de não terem retaguarda familiar ou porque os seus familiares não conseguem reunir, em casa, as condições para os acolher. A estas causas, junta-se a indisponibilidade de espaço nos lares ou nas instituições de cuidados continuados, o que impossibilita os hospitais de transferirem esses utentes para essas entidades, onde, aliás, os custos diários seriam muito mais baixos para o erário público. Notícias recentes referem que os casos sociais nos hospitais públicos representarão um encargo de cerca de 68 milhões de euros para o Serviço Nacional de Saúde (SNS).De sublinhar que, na discussão do Orçamento do Estado para 2018, o ministro Vieira da Silva remeteu a resolução destes casos para o âmbito da Rede de Cuidados Continuados Integrados. No entanto, as respostas não existem ou não são suficientes, pelo que estes utentes têm necessidade de continuar internados sem precisarem de cuidados médicos. Além da ocupação de camas imprescindíveis para casos mais urgentes, estas situações põem em causa a própria saúde desses utentes que, pelo facto de estarem num hospital, estão expostos a bactérias e a outros tipos de doenças.Os social-democratas alertam que este problema é acentuado pelo envelhecimento da população que tende a aumentar nas próximas décadas, pelo aumento da esperança média de vida e pelo aumento das demências, em alguns casos em idades mais jovens. Estes motivos levam o PSD a pedir uma resposta mais eficaz por parte do Estado na resolução destes casos sociais nos hospitais públicos. Perguntas do PSD dirigidas ao Ministro da Saúde ', 'D'
227, 'É preciso afirmar que foram propostas mais de uma dezena de alterações à lei [do financiamento partidário] e só duas delas mereceram contestação pública, afirmou esta quinta-feira o deputado José Silvano, em plenário. O próprio Presidente da República afirma que se retirarmos duas delas estaria disposto a promulgar, salientou. Segundo referiu, esta lei também contém alterações positivas e feitas com grande consenso, pelo que os portugueses também devem saber isso, já que a opinião pública tem sido tão intoxicada sobre esta matéria específica.Ao recordar as declarações desta quarta-feira do líder parlamentar, o social-democrata reforçou que o PSD recebeu, com toda a naturalidade, a decisão [de veto] do senhor Presidente da República. Disse, assim, que se cumpriu uma regra de ouro da democracia, em que Assembleia da República e Chefe de Estado exerceram as suas competências.Nenhum partido político deve ser insensível às manifestações dos nossos cidadãos, alertou José Silvano. É evidente que o Parlamento, no seu conjunto e pluralidade, deve encontrar novas formas e soluções que vão ao encontro dos portugueses e da sua vontade de maior escrutínio, considerou, lembrando que o PSD aguarda pela eleição do próximo líder para tomar uma posição pública sobre esta matéria.', 'D'
228, 'A decisão da Ministra do Mar de afastar a Unidade Técnica de Acompanhamento de Projetos (UTAP) das negociações dos contratos dos portos e em particular do Terminal de Alcântara é um tiro que abre um rombo no porta-aviões da transparência e do interesse geral. A crítica é feita pelo vice-presidente da bancada parlamentar social-democrata, Luís Leite Ramos, que explica que assim se cria um problema de equidade.Segundo denuncia, as concessões de Leixões acabaram de ser renegociadas ao abrigo do regime que a senhora ministra descobre – e só agora – que não é aplicável. A conclusão de Ana Paula Vitorino é simples e esclarecedora: elimina-se a UTAP e pode fazer-se um negócio à medida da satisfação do privado. Para Luís Leite Ramos, trata-se de um regresso a 2005 e aos anos negros do socialismo socratista.O PSD dirigiu, assim, uma pergunta regimental ao Ministério do Mar a solicitar esclarecimentos sobre as negociações do Terminal de Alcântara. Pode ler-se, no documento, que cada vez que a senhora ministra tutela os portos, algo acontece com o Terminal de Alcântara e, geralmente, são trapalhadas que custam muito dinheiro ao erário público.No mesmo documento, o PSD destaca que tomou conhecimento abruptamente de um despacho ministerial que visa afastar objetivamente uma renegociação de um contrato de concessão do escrutínio do Ministério das Finanças, em particular da Unidade Técnica de Apoio a Projetos. Lembra, também, que a UTAP está sob tutela do ministro das Finanças e foi criada, justamente, para pôr fim às concessões e PPP lançadas, no ano passado, sem qualquer escrutínio, em muitos casos às escondidas do próprio ministro das Finanças.Os social-democratas alertam que o Terminal de Alcântara está, desde 2015, a ser operado sem contrato e salientam que, de acordo com a Estratégia para o Aumento da Competitividade da Rede de Portos Comerciais do Continente – Horizonte 2026, está validada a expansão do Terminal de Contentores com um investimento privado de 44,9 milhões de euros. Perguntas do PSD dirigidas ao Ministério do Mar ', 'D'
